Sampled Sewer Area,DataZone2011,Pop2011,dz_pop,prop_dz
Howe Cottage West DOA,S01010789,143,872,0.16399082568807338
Howe DOA,S01007923,297,1280,0.23203125
Howford DOA,S01012573,29,870,0.03333333333333333
Howford Housing DOA,S01006901,75,670,0.11194029850746269
Howmore DOA,S01009018,55,837,0.06571087216248507
Hulsidale Hamnavoe Burra DOA,S01012403,203,1228,0.16530944625407165
Humbie DOA,S01008247,138,789,0.17490494296577946
Hume DOA,S01012304,49,983,0.04984740590030519
Huntly DOA,S01007002,371,608,0.6101973684210527
Huntly DOA,S01007003,58,524,0.11068702290076336
Huntly DOA,S01007008,1034,1034,1.0
Huntly DOA,S01007009,921,1013,0.9091806515301086
Huntly DOA,S01007010,819,819,1.0
Huntly DOA,S01007011,865,865,1.0
Huntly DOA,S01007012,707,707,1.0
Huntly Ittingston DOA,S01007002,15,608,0.024671052631578948
Hutton DOA,S01012322,101,1051,0.0960989533777355
Hyndford Bridge DOA,S01012582,76,1048,0.07251908396946564
Hyndford Bridge DOA,S01012628,27,1026,0.02631578947368421
Idoch Cottages DOA,S01007048,16,895,0.017877094972067038
Inchbrae DOA,S01007229,54,1211,0.04459124690338563
Inchcape Lodge DOA,S01010764,28,651,0.043010752688172046
Inchcape Lodge E DOA,S01010764,28,651,0.043010752688172046
Inchcape Lodge W DOA,S01010764,28,651,0.043010752688172046
Inchmagranachan ST 1 DOA,S01012008,34,1007,0.033763654419066536
Inchmagranachan ST 2 DOA,S01012008,34,1007,0.033763654419066536
Inchmarlo DOA,S01006873,291,1155,0.2519480519480519
Inchree DOA,S01010524,117,744,0.15725806451612903
Innellan Ashburne Lodge DOA,S01007354,99,1355,0.07306273062730627
Innellan Dunadd DOA,S01007353,126,1075,0.1172093023255814
Innellan Dunadd DOA,S01007354,228,1355,0.16826568265682657
Innellan NS140690 DOA,S01007353,170,1075,0.15813953488372093
Innellan NS140690 DOA,S01007354,50,1355,0.03690036900369004
Innellan NS146699 DOA,S01007353,16,1075,0.014883720930232559
Innellan NS146699 DOA,S01007354,279,1355,0.2059040590405904
Innellan NS150703 DOA,S01007353,87,1075,0.08093023255813954
Innellan NS150703 DOA,S01007354,339,1355,0.25018450184501845
Innerwick DOA,S01008282,273,712,0.38342696629213485
Insch DOA,S01006998,614,1091,0.5627864344637947
Insch DOA,S01007000,812,909,0.8932893289328933
Insch DOA,S01007001,947,947,1.0
Insh DOA,S01010532,46,608,0.0756578947368421
Insh DOA,S01010535,116,756,0.15343915343915343
Inver DOA,S01010749,205,614,0.3338762214983713
Inver DOA,S01010750,60,719,0.08344923504867872
Inver Park DOA,S01010813,277,855,0.32397660818713453
Inver Terrace DOA,S01010813,143,855,0.1672514619883041
Inveran DOA,S01010757,18,747,0.024096385542168676
Inveraray DOA,S01007311,737,769,0.9583875162548765
Inverarity DOA,S01007240,57,581,0.0981067125645439
Inverclyde DOA,S01010819,32,805,0.03975155279503106
Inverclyde DOA,S01010820,49,537,0.09124767225325885
Inverclyde DOA,S01010823,407,493,0.8255578093306288
Inverclyde DOA,S01010824,758,758,1.0
Inverclyde DOA,S01010825,340,362,0.9392265193370166
Inverclyde DOA,S01010826,755,755,1.0
Inverclyde DOA,S01010827,598,598,1.0
Inverclyde DOA,S01010828,1239,1239,1.0
Inverclyde DOA,S01010829,900,900,1.0
Inverclyde DOA,S01010830,556,556,1.0
Inverclyde DOA,S01010831,598,598,1.0
Inverclyde DOA,S01010832,726,730,0.9945205479452055
Inverclyde DOA,S01010833,902,902,1.0
Inverclyde DOA,S01010834,916,916,1.0
Inverclyde DOA,S01010835,645,645,1.0
Inverclyde DOA,S01010836,798,798,1.0
Inverclyde DOA,S01010837,660,660,1.0
Inverclyde DOA,S01010838,842,842,1.0
Inverclyde DOA,S01010839,729,729,1.0
Inverclyde DOA,S01010840,450,450,1.0
Inverclyde DOA,S01010841,748,748,1.0
Inverclyde DOA,S01010842,939,939,1.0
Inverclyde DOA,S01010843,643,643,1.0
Inverclyde DOA,S01010844,668,668,1.0
Inverclyde DOA,S01010845,619,619,1.0
Inverclyde DOA,S01010846,765,765,1.0
Inverclyde DOA,S01010847,649,649,1.0
Inverclyde DOA,S01010848,665,665,1.0
Inverclyde DOA,S01010849,951,951,1.0
Inverclyde DOA,S01010850,773,803,0.962640099626401
Inverclyde DOA,S01010851,883,883,1.0
Inverclyde DOA,S01010852,722,722,1.0
Inverclyde DOA,S01010853,874,882,0.9909297052154195
Inverclyde DOA,S01010854,923,923,1.0
Inverclyde DOA,S01010855,560,560,1.0
Inverclyde DOA,S01010856,908,908,1.0
Inverclyde DOA,S01010857,877,877,1.0
Inverclyde DOA,S01010858,716,729,0.9821673525377229
Inverclyde DOA,S01010859,759,759,1.0
Inverclyde DOA,S01010860,562,562,1.0
Inverclyde DOA,S01010861,649,649,1.0
Inverclyde DOA,S01010862,540,540,1.0
Inverclyde DOA,S01010863,800,800,1.0
Inverclyde DOA,S01010864,560,560,1.0
Inverclyde DOA,S01010865,708,708,1.0
Inverclyde DOA,S01010866,747,747,1.0
Inverclyde DOA,S01010867,674,674,1.0
Inverclyde DOA,S01010868,839,839,1.0
Inverclyde DOA,S01010869,756,756,1.0
Inverclyde DOA,S01010870,775,775,1.0
Inverclyde DOA,S01010871,898,898,1.0
Inverclyde DOA,S01010872,715,715,1.0
Inverclyde DOA,S01010873,509,509,1.0
Inverclyde DOA,S01010874,771,771,1.0
Inverclyde DOA,S01010875,517,517,1.0
Inverclyde DOA,S01010876,740,740,1.0
Inverclyde DOA,S01010877,958,958,1.0
Inverclyde DOA,S01010878,1189,1189,1.0
Inverclyde DOA,S01010879,829,829,1.0
Inverclyde DOA,S01010880,549,549,1.0
Inverclyde DOA,S01010881,621,621,1.0
Inverclyde DOA,S01010882,501,557,0.8994614003590664
Inverclyde DOA,S01010883,847,871,0.9724454649827784
Inverclyde DOA,S01010884,666,723,0.921161825726141
Inverclyde DOA,S01010885,831,958,0.8674321503131524
Inverclyde DOA,S01010886,392,448,0.875
Inverclyde DOA,S01010887,821,821,1.0
Inverclyde DOA,S01010888,768,768,1.0
Inverclyde DOA,S01010889,524,524,1.0
Inverclyde DOA,S01010890,807,807,1.0
Inverclyde DOA,S01010891,425,425,1.0
Inverclyde DOA,S01010892,834,834,1.0
Inverclyde DOA,S01010893,520,520,1.0
Inverclyde DOA,S01010894,623,688,0.9055232558139535
Inverclyde DOA,S01010895,375,411,0.9124087591240876
Inverclyde DOA,S01010896,667,667,1.0
Inverclyde DOA,S01010897,836,836,1.0
Inverclyde DOA,S01010898,596,596,1.0
Inverclyde DOA,S01010899,584,584,1.0
Inverclyde DOA,S01010900,688,688,1.0
Inverclyde DOA,S01010901,465,465,1.0
Inverclyde DOA,S01010902,944,944,1.0
Inverclyde DOA,S01010903,806,806,1.0
Inverclyde DOA,S01010904,538,538,1.0
Inverclyde DOA,S01010905,638,638,1.0
Inverclyde DOA,S01010906,966,966,1.0
Inverclyde DOA,S01010907,526,526,1.0
Inverclyde DOA,S01010908,609,610,0.9983606557377049
Inverclyde DOA,S01010909,714,714,1.0
Inverclyde DOA,S01010910,500,500,1.0
Inverclyde DOA,S01010911,541,541,1.0
Inverclyde DOA,S01010912,608,674,0.9020771513353115
Inverclyde DOA,S01010913,642,642,1.0
Inverclyde DOA,S01010914,660,660,1.0
Inverclyde DOA,S01010915,736,736,1.0
Inverclyde DOA,S01010916,511,576,0.8871527777777778
Inverclyde DOA,S01010917,667,712,0.9367977528089888
Inverclyde DOA,S01010918,737,737,1.0
Inverclyde DOA,S01010919,789,789,1.0
Inverclyde DOA,S01010920,420,591,0.7106598984771574
Inverclyde DOA,S01010921,630,630,1.0
Inverclyde DOA,S01010922,865,865,1.0
Inverclyde DOA,S01010923,879,879,1.0
Inverclyde DOA,S01010924,607,607,1.0
Inverclyde DOA,S01010925,858,858,1.0
Inverclyde DOA,S01010926,775,785,0.9872611464968153
Inverclyde DOA,S01010927,577,577,1.0
Inverclyde DOA,S01010928,739,739,1.0
Inverclyde DOA,S01010929,660,660,1.0
Inverclyde DOA,S01011335,805,944,0.8527542372881356
Inverclyde DOA,S01011336,617,617,1.0
Inverclyde DOA,S01011337,682,682,1.0
Inverclyde DOA,S01012028,932,932,1.0
Inverclyde DOA,S01012029,57,1237,0.046079223928860144
Invergarry Aldernaig Bn DOA,S01010530,111,724,0.15331491712707182
Invergarry DOA,S01010530,174,724,0.24033149171270718
Inverinate DOA,S01010669,37,595,0.06218487394957983
Inverkeilor DOA,S01007204,238,980,0.24285714285714285
Inverkirkaig North DOA,S01010693,89,474,0.1877637130801688
Invermoriston DOA,S01010668,79,1105,0.07149321266968325
Inverness DOA,S01010567,588,1298,0.4530046224961479
Inverness DOA,S01010568,141,1014,0.1390532544378698
Inverness DOA,S01010569,206,831,0.24789410348977137
Inverness DOA,S01010571,776,776,1.0
Inverness DOA,S01010572,765,765,1.0
Inverness DOA,S01010573,534,534,1.0
Inverness DOA,S01010574,609,609,1.0
Inverness DOA,S01010575,686,686,1.0
Inverness DOA,S01010576,822,822,1.0
Inverness DOA,S01010577,901,901,1.0
Inverness DOA,S01010578,576,576,1.0
Inverness DOA,S01010579,736,736,1.0
Inverness DOA,S01010580,513,513,1.0
Inverness DOA,S01010581,522,522,1.0
Inverness DOA,S01010582,491,496,0.9899193548387096
Inverness DOA,S01010583,986,986,1.0
Inverness DOA,S01010584,819,819,1.0
Inverness DOA,S01010585,844,844,1.0
Inverness DOA,S01010586,783,783,1.0
Inverness DOA,S01010587,687,687,1.0
Inverness DOA,S01010588,649,649,1.0
Inverness DOA,S01010589,620,620,1.0
Inverness DOA,S01010590,889,889,1.0
Inverness DOA,S01010591,767,767,1.0
Inverness DOA,S01010592,509,509,1.0
Inverness DOA,S01010593,657,657,1.0
Inverness DOA,S01010594,668,668,1.0
Inverness DOA,S01010595,837,837,1.0
Inverness DOA,S01010596,483,834,0.579136690647482
Inverness DOA,S01010597,644,644,1.0
Inverness DOA,S01010598,1041,1111,0.936993699369937
Inverness DOA,S01010599,607,607,1.0
Inverness DOA,S01010600,911,911,1.0
Inverness DOA,S01010601,708,708,1.0
Inverness DOA,S01010602,522,522,1.0
Inverness DOA,S01010603,809,809,1.0
Inverness DOA,S01010604,494,494,1.0
Inverness DOA,S01010605,891,891,1.0
Inverness DOA,S01010606,816,816,1.0
Inverness DOA,S01010607,846,846,1.0
Inverness DOA,S01010608,673,673,1.0
Inverness DOA,S01010609,570,570,1.0
Inverness DOA,S01010610,690,690,1.0
Inverness DOA,S01010611,925,925,1.0
Inverness DOA,S01010612,781,781,1.0
Inverness DOA,S01010613,698,698,1.0
Inverness DOA,S01010614,542,542,1.0
Inverness DOA,S01010615,824,824,1.0
Inverness DOA,S01010616,856,856,1.0
Inverness DOA,S01010617,904,904,1.0
Inverness DOA,S01010618,756,756,1.0
Inverness DOA,S01010619,622,622,1.0
Inverness DOA,S01010620,631,631,1.0
Inverness DOA,S01010621,944,944,1.0
Inverness DOA,S01010622,648,648,1.0
Inverness DOA,S01010623,867,867,1.0
Inverness DOA,S01010624,666,666,1.0
Inverness DOA,S01010625,786,786,1.0
Inverness DOA,S01010626,908,908,1.0
Inverness DOA,S01010627,842,842,1.0
Inverness DOA,S01010628,1011,1011,1.0
Inverness DOA,S01010629,977,977,1.0
Inverness DOA,S01010630,586,586,1.0
Inverness DOA,S01010631,616,616,1.0
Inverness DOA,S01010632,958,958,1.0
Inverness DOA,S01010633,1035,1035,1.0
Inverness DOA,S01010634,665,665,1.0
Inverness DOA,S01010635,803,803,1.0
Inverness DOA,S01010636,817,817,1.0
Inverness DOA,S01010637,537,537,1.0
Inverness DOA,S01010638,836,836,1.0
Inverness DOA,S01010639,1140,1140,1.0
Inverness DOA,S01010640,816,816,1.0
Inverness DOA,S01010641,1015,1015,1.0
Inverness DOA,S01010642,978,978,1.0
Inverness DOA,S01010643,741,741,1.0
Inverness DOA,S01010644,672,672,1.0
Inverness DOA,S01010645,534,534,1.0
Inverness DOA,S01010646,669,669,1.0
Inverness DOA,S01010647,696,696,1.0
Inverness DOA,S01010648,651,651,1.0
Inverness DOA,S01010649,593,593,1.0
Inverness DOA,S01010650,404,498,0.8112449799196787
Inverness DOA,S01010651,674,674,1.0
Inverness DOA,S01010652,736,736,1.0
Inverness DOA,S01010653,584,584,1.0
Inverness DOA,S01010654,763,763,1.0
Inverness DOA,S01010658,180,732,0.2459016393442623
Inverness DOA,S01010725,77,691,0.11143270622286541
Inverness DOA,S01010726,921,921,1.0
Inversnaid DOA,S01013118,57,527,0.10815939278937381
Inverurie New DOA,S01006894,938,938,1.0
Inverurie New DOA,S01006895,531,534,0.9943820224719101
Inverurie New DOA,S01006896,787,787,1.0
Inverurie New DOA,S01006897,708,708,1.0
Inverurie New DOA,S01006898,751,751,1.0
Inverurie New DOA,S01006899,609,609,1.0
Inverurie New DOA,S01006900,579,579,1.0
Inverurie New DOA,S01006901,595,670,0.8880597014925373
Inverurie New DOA,S01006902,693,693,1.0
Inverurie New DOA,S01006903,822,822,1.0
Inverurie New DOA,S01006904,726,726,1.0
Inverurie New DOA,S01006905,891,891,1.0
Inverurie New DOA,S01006906,843,843,1.0
Inverurie New DOA,S01006907,598,598,1.0
Inverurie New DOA,S01006908,803,803,1.0
Inverurie New DOA,S01006909,701,768,0.9127604166666666
Inverurie New DOA,S01006911,571,571,1.0
Inverurie New DOA,S01006912,181,432,0.41898148148148145
Inverurie New DOA,S01006913,563,646,0.871517027863777
Inverurie New DOA,S01006916,535,535,1.0
Inverurie New DOA,S01006917,996,996,1.0
Inverurie New DOA,S01006918,493,493,1.0
Inverurie New DOA,S01006919,485,485,1.0
Inverurie New DOA,S01006920,502,502,1.0
Inverurie New DOA,S01006921,829,829,1.0
Inverurie New DOA,S01006922,170,535,0.3177570093457944
Inverurie New DOA,S01006923,675,792,0.8522727272727273
Inverurie New DOA,S01006924,93,556,0.1672661870503597
Inverurie New DOA,S01006925,499,499,1.0
Inverurie New DOA,S01006926,737,737,1.0
Inverurie New DOA,S01006927,1002,1002,1.0
Inverurie New DOA,S01006928,793,1033,0.7676669893514037
Iochdar DOA,S01009018,92,837,0.10991636798088411
Iron Mill Bay DOA,S01009277,200,693,0.2886002886002886
Iron Mill Bay DOA,S01009279,16,595,0.02689075630252101
Iron Mill Bay DOA,S01009283,81,451,0.17960088691796008
Iron Mill Bay DOA,S01009284,822,822,1.0
Iron Mill Bay DOA,S01009285,906,906,1.0
Iron Mill Bay DOA,S01009286,737,737,1.0
Iron Mill Bay DOA,S01009288,73,922,0.07917570498915401
Iron Mill Bay DOA,S01009289,849,871,0.9747416762342136
Iron Mill Bay DOA,S01009290,643,643,1.0
Iron Mill Bay DOA,S01009291,979,979,1.0
Iron Mill Bay DOA,S01009292,511,511,1.0
Iron Mill Bay DOA,S01009293,723,723,1.0
Iron Mill Bay DOA,S01009294,506,506,1.0
Iron Mill Bay DOA,S01009295,611,611,1.0
Iron Mill Bay DOA,S01009296,503,506,0.9940711462450593
Iron Mill Bay DOA,S01009297,826,826,1.0
Iron Mill Bay DOA,S01009298,971,971,1.0
Iron Mill Bay DOA,S01009299,989,989,1.0
Iron Mill Bay DOA,S01009300,510,510,1.0
Iron Mill Bay DOA,S01009301,944,1222,0.7725040916530278
Iron Mill Bay DOA,S01009302,28,873,0.032073310423825885
Iron Mill Bay DOA,S01009304,964,1397,0.690050107372942
Iron Mill Bay DOA,S01009305,685,1077,0.6360259981429898
Iron Mill Bay DOA,S01009306,577,1430,0.4034965034965035
Iron Mill Bay DOA,S01009307,324,1147,0.28247602441150826
Iron Mill Bay DOA,S01009308,404,818,0.4938875305623472
Iron Mill Bay DOA,S01009309,276,901,0.30632630410654826
Iron Mill Bay DOA,S01009310,932,941,0.9904357066950054
Iron Mill Bay DOA,S01009312,201,851,0.23619271445358403
Iron Mill Bay DOA,S01009323,634,723,0.8769017980636238
Iron Mill Bay DOA,S01009324,528,528,1.0
Iron Mill Bay DOA,S01009325,16,812,0.019704433497536946
Isle Of Whithorn DOA,S01007512,297,526,0.564638783269962
Islesteps DOA,S01007593,112,1218,0.09195402298850575
Islesteps DOA,S01007595,61,1122,0.054367201426024955
Janetstown DOA,S01010797,65,909,0.07150715071507151
Java DOA,S01007288,75,554,0.13537906137184116
Jedburgh DOA,S01012341,223,1013,0.22013820335636722
Jedburgh DOA,S01012342,24,929,0.02583423035522067
Jedburgh DOA,S01012343,16,977,0.016376663254861822
Jedburgh DOA,S01012349,899,899,1.0
Jedburgh DOA,S01012350,775,775,1.0
Jedburgh DOA,S01012351,850,850,1.0
Jedburgh DOA,S01012352,756,756,1.0
Jedburgh DOA,S01012353,745,745,1.0
Jemimaville DOA,S01010730,100,845,0.11834319526627218
John Ogroats DOA,S01010790,187,672,0.27827380952380953
Johnstone Place DOA,S01007640,51,755,0.06754966887417219
Johnstonebridge DOA,S01007640,158,755,0.20927152317880796
Joppa Coylton DOA,S01012446,501,501,1.0
Joppa Coylton DOA,S01012447,860,860,1.0
Joppa Coylton DOA,S01012448,786,927,0.8478964401294499
Joppa Coylton DOA,S01012449,559,571,0.978984238178634
Joppa Coylton DOA,S01012450,360,850,0.4235294117647059
Kaimend 1 DOA,S01012584,81,943,0.08589607635206786
Kaimend 2 DOA,S01012584,48,943,0.05090137857900318
Kaimend 3 DOA,S01012584,135,943,0.14316012725344646
Kalliness East Weisdale DOA,S01012407,236,1101,0.21435059037238874
Kalliness West DOA,S01012407,117,1101,0.10626702997275204
Keig DOA,S01006887,27,587,0.04599659284497445
Keig DOA,S01006888,131,1165,0.11244635193133047
Keills DOA,S01007326,123,765,0.1607843137254902
Keir Mill DOA,S01007562,93,878,0.10592255125284739
Keiss DOA,S01010789,410,872,0.4701834862385321
Keith DOA,S01011056,63,699,0.09012875536480687
Keith DOA,S01011057,483,579,0.8341968911917098
Keith DOA,S01011060,907,907,1.0
Keith DOA,S01011061,845,845,1.0
Keith DOA,S01011062,917,917,1.0
Keith DOA,S01011063,1036,1036,1.0
Keith DOA,S01011064,1029,1029,1.0
Keithhall House DOA,S01006912,41,432,0.09490740740740741
Kelhead DOA,S01007658,11,507,0.021696252465483234
Kelso DOA,S01012330,582,582,1.0
Kelso DOA,S01012331,638,638,1.0
Kelso DOA,S01012332,335,988,0.3390688259109312
Kelso DOA,S01012333,160,993,0.16112789526686808
Kelso DOA,S01012334,849,849,1.0
Kelso DOA,S01012335,989,989,1.0
Kelso DOA,S01012336,603,603,1.0
Kelso DOA,S01012337,867,867,1.0
Kelso DOA,S01012338,715,715,1.0
Kelso DOA,S01012339,584,584,1.0
Kelso DOA,S01012340,1032,1032,1.0
Kelton DOA,S01007598,54,637,0.0847723704866562
Kemnay DOA,S01006889,826,826,1.0
Kemnay DOA,S01006890,667,667,1.0
Kemnay DOA,S01006891,951,951,1.0
Kemnay DOA,S01006892,612,612,1.0
Kemnay DOA,S01006893,543,543,1.0
Kemnay DOA,S01006910,279,852,0.3274647887323944
Kenmore W DOA,S01012018,166,876,0.18949771689497716
Kenneth Drive DOA,S01009017,159,1211,0.13129644921552436
Kenneth Terrace DOA,S01009017,159,1211,0.13129644921552436
Kennethmont DOA,S01007004,230,718,0.3203342618384401
Kennoway Swan Avenue DOA,S01009659,134,608,0.22039473684210525
Kensaleyre DOA,S01010683,33,1087,0.03035878564857406
Kentallen Ardsheal DOA,S01010525,16,739,0.02165087956698241
Kentallen DOA,S01010525,60,739,0.08119079837618404
Kentallen Glengorm DOA,S01010525,29,739,0.03924221921515562
Keose 1 DOA,S01009025,45,1508,0.029840848806366047
Keose 2 DOA,S01009025,106,1508,0.07029177718832891
Keose 3 DOA,S01009025,61,1508,0.04045092838196287
Keose DOA,S01009025,61,1508,0.04045092838196287
Kersewell DOA,S01012586,11,941,0.011689691817215728
Kettins DOA,S01011972,114,1119,0.10187667560321716
Kettlehills DOA,S01009663,66,641,0.1029641185647426
Kettletoft DOA,S01011831,98,919,0.10663764961915125
Kilchattan Bay DOA,S01007343,104,651,0.1597542242703533
Kilchoan (Mingarry) DOA,S01010504,94,719,0.13073713490959665
Kilchoan (Sanna Road) DOA,S01010504,103,719,0.14325452016689846
Kilchoan Port Nam Marbh DOA,S01010504,112,719,0.15577190542420027
Kilchrenan DOA,S01007309,98,676,0.14497041420118342
Kilcreggan Firth View DOA,S01007373,175,951,0.18401682439537329
Kildrochat DOA,S01007497,27,596,0.04530201342281879
Killearn DOA,S01013003,645,645,1.0
Killearn DOA,S01013004,678,678,1.0
Killearn DOA,S01013005,510,743,0.6864064602960969
Killearn DOA,S01013010,36,595,0.06050420168067227
Killearnan DOA,S01010725,15,691,0.02170767004341534
Killen DOA,S01010723,79,995,0.07939698492462312
Killichonan W DOA,S01012016,31,896,0.03459821428571429
Killiecrankie DOA,S01011983,51,731,0.06976744186046512
Killin DOA,S01013120,821,970,0.8463917525773196
Kilmahuaig DOA,S01007320,76,858,0.08857808857808858
Kilmartin DOA,S01007313,194,1141,0.17002629272567923
Kilmelford DOA,S01007309,252,676,0.3727810650887574
Kilmichael An Ball DOA,S01007314,263,1350,0.1948148148148148
Kilmichael Bridgend DOA,S01007314,194,1350,0.1437037037037037
Kilmichael Glen Cott DOA,S01007314,219,1350,0.1622222222222222
Kilmichael High Builds DOA,S01007314,221,1350,0.1637037037037037
Kilmore DOA,S01007307,154,794,0.19395465994962216
Kilmun Alderburn Place DOA,S01007356,125,1046,0.11950286806883365
Kilmun Hillrig DOA,S01007356,168,1046,0.16061185468451242
Kilmun Lagganbhuie DOA,S01007356,41,1046,0.03919694072657744
Kilncadzow DOA,S01012617,110,417,0.2637889688249401
Kilspindie DOA,S01011958,35,1126,0.03108348134991119
Kiltarlity DOA,S01010656,352,475,0.7410526315789474
Kiltarlity DOA,S01010657,45,639,0.07042253521126761
Kiltarlity DOA,S01010659,24,648,0.037037037037037035
Kinbrace DOA,S01010771,45,874,0.05148741418764302
Kincardine DOA,S01009264,452,517,0.874274661508704
Kincardine DOA,S01009265,758,868,0.8732718894009217
Kincardine DOA,S01009266,776,776,1.0
Kincardine DOA,S01009267,840,840,1.0
Kincardine O'Neil DOA,S01006869,309,495,0.6242424242424243
Kincraig DOA,S01010535,319,756,0.421957671957672
Kinghorn DOA,S01009467,793,793,1.0
Kinghorn DOA,S01009468,748,748,1.0
Kinghorn DOA,S01009469,812,812,1.0
Kinghorn DOA,S01009470,473,473,1.0
Kinghorn DOA,S01009476,66,527,0.1252371916508539
Kingoldrum 1 DOA,S01007270,43,508,0.08464566929133858
Kingoldrum 1 DOA,S01007279,11,565,0.019469026548672566
Kingoldrum 2 DOA,S01007270,43,508,0.08464566929133858
Kingoodie DOA,S01011965,181,797,0.22710163111668757
Kings Inn DOA,S01012588,60,637,0.09419152276295134
Kingsbarns DOA,S01009715,341,702,0.48575498575498577
Kingsford DOA,S01007929,32,738,0.04336043360433604
Kingston DOA,S01008272,67,1002,0.06686626746506986
Kingussie DOA,S01010532,59,608,0.09703947368421052
Kingussie DOA,S01010533,591,591,1.0
Kingussie DOA,S01010534,885,885,1.0
Kingussie DOA,S01010535,29,756,0.03835978835978836
Kinharrachie Cottages DOA,S01006976,44,461,0.09544468546637744
Kinloch DOA,S01011171,86,1258,0.06836248012718601
Kinloch Rannoch 1 DOA,S01012016,96,896,0.10714285714285714
Kinloch Rannoch 2 DOA,S01012016,185,896,0.20647321428571427
Kinlochard & Foresthills DOA,S01013118,92,527,0.174573055028463
Kinlochbervie DOA,S01010815,102,512,0.19921875
Kinlocheil Braeside DOA,S01010509,60,1218,0.04926108374384237
Kinlochewe DOA,S01010698,51,815,0.06257668711656442
Kinlochewe Village DOA,S01010698,92,815,0.11288343558282209
Kinlochleven (West) DOA,S01010527,294,940,0.3127659574468085
Kinlochleven DOA,S01010527,309,940,0.32872340425531915
Kinlochmore (East) DOA,S01010527,322,940,0.3425531914893617
Kinloss County Hs DOA,S01011148,31,897,0.03455964325529543
Kinloss County Hs DOA,S01011150,99,573,0.17277486910994763
Kinloss County Hs DOA,S01011153,68,920,0.07391304347826087
Kinneff DOA,S01006817,252,711,0.35443037974683544
Kinneff School DOA,S01006817,23,711,0.03234880450070324
Kinneil Kerse DOA,S01009149,57,856,0.06658878504672897
Kinneil Kerse DOA,S01009173,406,1089,0.37281910009182734
Kinneil Kerse DOA,S01009174,487,487,1.0
Kinneil Kerse DOA,S01009175,848,1165,0.7278969957081545
Kinneil Kerse DOA,S01009176,102,1084,0.0940959409594096
Kinneil Kerse DOA,S01009177,817,817,1.0
Kinneil Kerse DOA,S01009178,743,743,1.0
Kinneil Kerse DOA,S01009179,683,683,1.0
Kinneil Kerse DOA,S01009180,984,984,1.0
Kinneil Kerse DOA,S01009181,831,857,0.969661610268378
Kinneil Kerse DOA,S01009182,1002,1002,1.0
Kinneil Kerse DOA,S01009183,737,737,1.0
Kinneil Kerse DOA,S01009186,810,810,1.0
Kinneil Kerse DOA,S01009187,280,512,0.546875
Kinneil Kerse DOA,S01009190,810,810,1.0
Kinneil Kerse DOA,S01009191,746,746,1.0
Kinneil Kerse DOA,S01009192,1108,1108,1.0
Kinneil Kerse DOA,S01009193,309,309,1.0
Kinneil Kerse DOA,S01009194,788,788,1.0
Kinneil Kerse DOA,S01009195,877,877,1.0
Kinneil Kerse DOA,S01009196,693,693,1.0
Kinneil Kerse DOA,S01009197,1027,1027,1.0
Kinneil Kerse DOA,S01009198,730,730,1.0
Kinneil Kerse DOA,S01009199,616,616,1.0
Kinneil Kerse DOA,S01009200,1129,1156,0.976643598615917
Kinneil Kerse DOA,S01009201,630,630,1.0
Kinneil Kerse DOA,S01009202,525,525,1.0
Kinneil Kerse DOA,S01009203,633,633,1.0
Kinneil Kerse DOA,S01009204,895,895,1.0
Kinneil Kerse DOA,S01009205,752,752,1.0
Kinneil Kerse DOA,S01009206,757,757,1.0
Kinneil Kerse DOA,S01009207,760,760,1.0
Kinneil Kerse DOA,S01009208,631,631,1.0
Kinneil Kerse DOA,S01009209,656,656,1.0
Kinneil Kerse DOA,S01009210,569,578,0.9844290657439446
Kinneil Kerse DOA,S01009211,628,628,1.0
Kinneil Kerse DOA,S01009212,829,829,1.0
Kinneil Kerse DOA,S01009213,894,894,1.0
Kinneil Kerse DOA,S01009214,1010,1010,1.0
Kinneil Kerse DOA,S01009215,926,926,1.0
Kinneil Kerse DOA,S01009216,886,886,1.0
Kinneil Kerse DOA,S01009217,623,623,1.0
Kinneil Kerse DOA,S01009218,821,848,0.9681603773584906
Kinneil Kerse DOA,S01009219,630,630,1.0
Kinneil Kerse DOA,S01009220,550,864,0.6365740740740741
Kinneil Kerse DOA,S01009221,574,574,1.0
Kinneil Kerse DOA,S01009222,538,538,1.0
Kinneil Kerse DOA,S01009223,556,628,0.8853503184713376
Kinneil Kerse DOA,S01009224,295,889,0.33183352080989875
Kinneil Kerse DOA,S01009225,181,717,0.2524407252440725
Kinneil Kerse DOA,S01009226,177,1086,0.16298342541436464
Kinneil Kerse DOA,S01009231,252,1210,0.20826446280991737
Kinneil Kerse DOA,S01009232,581,581,1.0
Kinneil Kerse DOA,S01009233,567,568,0.9982394366197183
Kinneil Kerse DOA,S01009234,1021,1021,1.0
Kinneil Kerse DOA,S01009235,921,1035,0.8898550724637682
Kinneil Kerse DOA,S01009236,179,662,0.270392749244713
Kinneil Kerse DOA,S01009237,166,1035,0.1603864734299517
Kinneil Kerse DOA,S01009238,742,742,1.0
Kinneil Kerse DOA,S01009239,866,867,0.9988465974625144
Kinneil Kerse DOA,S01009240,672,725,0.926896551724138
Kinneil Kerse DOA,S01009241,895,895,1.0
Kinneil Kerse DOA,S01009242,725,725,1.0
Kinnell DOA,S01007226,43,854,0.05035128805620609
Kinnettles DOA,S01007244,18,724,0.024861878453038673
